ixdat version = 0.2.2dev
name = 2022-04-26 12_31_02 HER_repetition_1
technique = EC-MS
tstamp = 1650969062.0
backend_name = BackendBase(none, address=none)
id = 1
timecol 'Potential time [s]' for: 'Voltage [V]' and 'Current [mA]' and 'selector'
timecol 'C3M32 time [s]' for: 'M32'
timecol 'C2M28 time [s]' for: 'M28'
timecol 'C5M44 time [s]' for: 'M44'
timecol 'C6M18 time [s]' for: 'M18'
timecol 'C1M4 time [s]' for: 'M4'
timecol 'C0M2 time [s]' for: 'M2'
timecol 'C4M40 time [s]' for: 'M40'
aliases = {"M2": ["M2 [A]"], "M4": ["M4 [A]"], "M28": ["M28 [A]"], "M32": ["M32 [A]"], "M40": ["M40 [A]"], "M44": ["M44 [A]"], "M18": ["M18 [A]"], "t": ["Potential time [s]"], "raw_potential": ["Voltage [V]"], "raw_current": ["Current [mA]"], "cycle": ["Cycle [n]"]}
N_header_lines = 18

Potential time [s],	Voltage [V],	Current [mA],	selector,	C3M32 time [s],	M32,	C2M28 time [s],	M28,	C5M44 time [s],	M44,	C6M18 time [s],	M18,	C1M4 time [s],	M4,	C0M2 time [s],	M2,	C4M40 time [s],	M40
291.89709997177124,	0.9445546,	-0.0001028117,	0,	31.129430055618286,	2.178073e-08,	31.05443000793457,	8.664388e-08,	31.278419971466064,	8.627542e-11,	31.35242009162903,	1.5823e-09,	30.98043990135193,	8.312959e-12,	30.905440092086792,	1.649601e-09,	31.20342993736267,	9.003551e-10
292.0704998970032,	0.944589,	1.246783e-05,	0,	31.69230008125305,	2.182124e-08,	31.617310047149658,	8.60327e-08,	31.84128999710083,	8.55464e-11,	31.915290117263794,	1.581621e-09,	31.543309926986694,	8.681262e-12,	31.468310117721558,	1.641698e-09,	31.766299962997437,	8.738956e-10
292.2281000614166,	0.9445279,	0.0001670646,	0,	32.25414991378784,	2.204031e-08,	32.18015003204346,	8.602908e-08,	32.4031400680542,	8.43384e-11,	32.478140115737915,	1.577672e-09,	32.10515999794006,	9.010201e-12,	32.03116011619568,	1.634026e-09,	32.32914996147156,	8.790008e-10
292.3984999656677,	0.9445508,	8.49947e-05,	0,	32.81698989868164,	2.178698e-08,	32.742000102996826,	8.620371e-08,	32.965980052948,	8.435847e-11,	33.03997993469238,	1.590312e-09,	32.66799998283386,	8.997949e-12,	32.59300994873047,	1.647076e-09,	32.890990018844604,	8.90733e-10
292.55570006370544,	0.9445661,	9.950007e-05,	0,	33.38039994239807,	2.19431e-08,	33.305399894714355,	8.67858e-08,	33.52939009666443,	8.356996e-11,	33.60338997840881,	1.582884e-09,	33.23140001296997,	9.061834e-12,	33.15640997886658,	1.647221e-09,	33.45439004898071,	8.920179e-10
292.74429988861084,	0.944524,	-4.898914e-05,	0,	33.94236993789673,	2.10992e-08,	33.868380069732666,	8.579628e-08,	34.09137010574341,	1.143628e-10,	34.16635990142822,	1.615456e-09,	33.79338002204895,	8.944086e-12,	33.719379901885986,	1.656281e-09,	34.017369985580444,	8.592269e-10
292.898099899292,	0.9444935,	2.811836e-05,	0,	34.5046501159668,	2.066986e-08,	34.430660009384155,	8.015013e-08,	34.653640031814575,	1.289533e-10,	34.72864007949829,	1.723725e-09,	34.35565996170044,	9.986116e-10,	34.281660079956055,	1.658713e-09,	34.579649925231934,	8.174412e-10
293.0539000034332,	0.944524,	0.0001178226,	0,	35.06784009933472,	2.002946e-08,	34.99285006523132,	7.581728e-08,	35.216830015182495,	1.287684e-10,	35.29082989692688,	1.803386e-09,	34.91884994506836,	2.402128e-09,	34.843859910964966,	1.673875e-09,	35.1418399810791,	7.831849e-10
293.2265000343323,	0.944482,	-5.0913e-06,	0,	35.62948989868164,	1.912948e-08,	35.555490016937256,	7.448216e-08,	35.778480052948,	1.279765e-10,	35.85347008705139,	1.895182e-09,	35.48049998283386,	3.009737e-09,	35.40650010108948,	1.694173e-09,	35.704479932785034,	7.798231e-10
293.3838999271393,	0.9445088,	7.505467e-06,	0,	36.192660093307495,	1.914731e-08,	36.11865997314453,	7.475138e-08,	36.34165000915527,	1.273001e-10,	36.41664004325867,	2.00732e-09,	36.04366993904114,	3.034776e-09,	35.96967005729675,	1.694773e-09,	36.26764988899231,	7.609731e-10
293.5418999195099,	0.9475383,	0.0006800967,	0,	36.75567007064819,	1.892591e-08,	36.68067002296448,	7.473317e-08,	36.90465998649597,	1.260507e-10,	36.978660106658936,	2.071512e-09,	36.606679916381836,	3.04914e-09,	36.5316801071167,	1.702244e-09,	36.82966995239258,	7.70684e-10
293.7348999977112,	0.9514427,	-0.001204075,	0,	37.3194100856781,	1.95007e-08,	37.244410037994385,	7.515883e-08,	37.46840000152588,	1.256218e-10,	37.542399883270264,	2.15165e-09,	37.17041993141174,	3.073805e-09,	37.09541988372803,	1.712809e-09,	37.393409967422485,	7.744395e-10
293.89969992637634,	0.9547512,	-0.001379666,	0,	37.88139009475708,	1.910543e-08,	37.807389974594116,	7.435119e-08,	38.03038001060486,	1.258797e-10,	38.105380058288574,	2.243198e-09,	37.7323899269104,	3.081688e-09,	37.65840005874634,	1.709306e-09,	37.95638990402222,	7.869764e-10
294.05649995803833,	0.9577311,	0.0001922581,	0,	38.44402003288269,	1.917346e-08,	38.369019985198975,	7.488595e-08,	38.59300994873047,	1.262977e-10,	38.66701006889343,	2.333166e-09,	38.29503011703491,	3.11079e-09,	38.220030069351196,	1.730014e-09,	38.51800990104675,	7.728687e-10
294.2172999382019,	0.9609938,	0.0003949516,	0,	39.006710052490234,	1.901969e-08,	38.93172001838684,	7.523156e-08,	39.15569996833801,	1.26324e-10,	39.22970008850098,	2.400151e-09,	38.85771989822388,	3.074837e-09,	38.78272008895874,	1.724739e-09,	39.08070993423462,	7.81343e-10
294.3868999481201,	0.9642946,	0.0002014194,	0,	39.568520069122314,	1.893139e-08,	39.49452996253967,	7.468952e-08,	39.71750998497009,	1.210917e-10,	39.79251003265381,	2.46982e-09,	39.41952991485596,	3.096013e-09,	39.345540046691895,	1.73413e-09,	39.64352011680603,	7.69527e-10
294.56030011177063,	0.9679163,	0.0002556237,	0,	40.13163995742798,	1.908795e-08,	40.057640075683594,	7.420199e-08,	40.280630111694336,	1.251434e-10,	40.35562992095947,	2.56993e-09,	39.9826500415802,	3.086208e-09,	39.908649921417236,	1.73748e-09,	40.20662999153137,	7.879639e-10
294.71569991111755,	0.9709268,	9.377427e-05,	0,	40.69423007965088,	1.933859e-08,	40.619240045547485,	7.488229e-08,	40.84321999549866,	1.231058e-10,	40.91722011566162,	2.600552e-09,	40.54523992538452,	3.118242e-09,	40.47024989128113,	1.737066e-09,	40.768229961395264,	7.706701e-10
294.9033000469208,	0.9749076,	-0.0008334244,	0,	41.256710052490234,	1.951022e-08,	41.18270993232727,	7.505692e-08,	41.40569996833801,	1.202373e-10,	41.480690002441406,	2.682818e-09,	41.107709884643555,	3.080322e-09,	41.03372001647949,	1.754454e-09,	41.33170008659363,	7.777945e-10
295.0599000453949,	0.9778035,	0.0002953226,	0,	41.819679975509644,	1.921645e-08,	41.74568009376526,	7.556623e-08,	41.96866989135742,	1.249145e-10,	42.043659925460815,	2.744696e-09,	41.67068004608154,	3.088661e-09,	41.5966899394989,	1.759712e-09,	41.89467000961304,	7.742118e-10
295.22930002212524,	0.9810776,	0.0002403549,	0,	42.38274002075195,	1.948647e-08,	42.30773997306824,	7.535523e-08,	42.53172993659973,	1.232734e-10,	42.60572004318237,	2.805664e-09,	42.23374009132385,	3.089805e-09,	42.15875005722046,	1.751699e-09,	42.456729888916016,	7.730692e-10
295.38730001449585,	0.9843401,	0.0002983763,	0,	42.94552993774414,	1.941918e-08,	42.870529890060425,	7.493688e-08,	43.0945200920105,	1.212558e-10,	43.16851997375488,	2.836014e-09,	42.79654002189636,	3.103875e-09,	42.72153997421265,	1.75345e-09,	43.019530057907104,	7.765804e-10
